"Date" "Value"
"2016-06-01" 588.52
"2016-06-02" 591.65
"2016-06-03" 495.88
"2016-06-04" 403.58
"2016-06-05" 448.19
"2016-06-06" 576.93
"2016-06-07" 321.71
"2016-06-08" 491.19
"2016-06-09" 593.64
"2016-06-10" 486.72
"2016-06-11" 548.83
"2016-06-12" 601.44
"2016-06-13" 637.85
"2016-06-14" 660.8
"2016-06-15" 613.27
"2016-06-16" 543.39
"2016-06-17" 581.8
"2016-06-18" 528.87
"2016-06-19" 629.99
"2016-06-20" 524.97
"2016-06-21" 572.8
"2016-06-22" 561.37
"2016-06-23" 596.11
"2016-06-24" 446.43
"2016-06-25" 636.13
"2016-06-26" 653.11
"2016-06-27" 568.25
"2016-06-28" 421.2
"2016-06-29" 611.24
"2016-06-30" 649.96
"2016-07-01" 618.04
"2016-07-02" 614.34
"2016-07-03" 637.08
"2016-07-04" 596.52
"2016-07-05" 613.01
"2016-07-06" 550.63
"2016-07-07" 584.14
"2016-07-08" 623.31
"2016-07-09" 529.65
"2016-07-10" 481.69
"2016-07-11" 661.33
"2016-07-12" 625.45
"2016-07-13" 543.65
"2016-07-14" 589.6
"2016-07-15" 522.84
"2016-07-16" 628.8
"2016-07-17" 583.68
"2016-07-18" 603.78
"2016-07-19" 519.5
"2016-07-20" 529.81
"2016-07-21" 447.92
"2016-07-22" 557.18
"2016-07-23" 640.12
"2016-07-24" 624.31
"2016-07-25" 621.62
"2016-07-26" 646.09
"2016-07-27" 648.82
"2016-07-28" 616.52
"2016-07-29" 606.9
"2016-07-30" 578.59
"2016-07-31" 600.41
"2016-08-01" 583.92
"2016-08-02" 589.23
"2016-08-03" 477.69
"2016-08-04" 182.02
"2016-08-05" 353.74
"2016-08-06" 349.5
"2016-08-07" 639.72
"2016-08-08" 590.19
"2016-08-09" 637.87
"2016-08-10" 323.67
"2016-08-11" 341.64
"2016-08-12" 341.69
"2016-08-13" 303.73
